Sim instant [s],Timestamp,X Position of 1st satellite,X Position of 2nd satellite,X Position of 3rd satellite,X Position of 4th satellite,Y Position of 1st satellite,Y Position of 2nd satellite,Y Position of 3rd satellite,Y Position of 4th satellite,Z Position of 1st satellite,Z Position of 2nd satellite,Z Position of 3rd satellite,Z Position of 4th satellite,Distance between the 1st satellite and the receiver,Distance between the 2nd satellite and the receiver,Distance between the 3rd satellite and the receiver,Distance between the 4th satellite and the receiver,Pseudorange 1st satellite,Pseudorange 2nd satellite,Pseudorange 3rd satellite,Pseudorange 4th satellite,X position of receiver,Y position of receiver,Z position of receiver,View 1st satellite,View 2nd satellite,View 3rd satellite,View 4th satellite,Eccentricity1,Eccentricity2,Eccentricity3,Eccentricity4,Satellite Antenna Cone Angle,Masking Angle,Axis
51,2022-01-06 12:10:00,-4672227.187124608,-7378238.146043538,-7681097.751007083,-6697716.718735411,-1242511.5599255653,-1166691.2856149627,-1684368.1456662042,935781.8980567204,1275326.6778927692,-299757.862173043,-892848.2365875532,1441931.2273695054,6527317.666368708,9016373.43580748,9533384.409019385,7978428.326686688,6527317.666368708,9016373.43580748,9533384.409019385,7978428.326686688,1227119.5705197642,60255.16282767354,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
52,2022-01-06 12:15:00,-4584422.606207062,-7334013.95902806,-7624382.243384168,-6680433.726810887,-1526097.03430726,-1310852.6910753006,-1725480.3201771637,1068963.1252144966,1286117.1057008177,-384898.10113795806,-1031145.6246891927,1293912.231097545,6624305.743951835,9034578.651085932,9500902.916199312,7973056.585943333,6624305.743951835,9034578.651085932,9500902.916199312,7973056.585943333,1227071.065573306,61234.99843056096,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
53,2022-01-06 12:20:00,-4480435.600471245,-7281890.0440572435,-7560329.670811289,-6653997.59650135,-1804295.5815567093,-1453832.5339951706,-1765176.5193773727,1200927.1144251167,1292367.7047979804,-469756.2700396331,-1169112.2288563757,1143857.122470498,6727360.135197704,9049608.480286466,9461479.301429275,7962907.622925016,6727360.135197704,9049608.480286466,9461479.301429275,7962907.622925016,1227021.7782437142,62214.794989882495,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
54,2022-01-06 12:25:00,-4360633.230733094,-7221793.488905913,-7488763.022617013,-6618261.836141128,-2076125.1964221897,-1595526.789871849,-1803400.858086174,1331497.5905334204,1294056.4113697617,-554276.2077432331,-1306681.2892928878,991900.1709844532,6835145.467482904,9061383.49606786,9414947.03119306,7947758.821698046,6835145.467482904,9061383.49606786,9414947.03119306,7947758.821698046,1226971.7085624142,63194.551880917774,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
55,2022-01-06 12:30:00,-4225438.384018488,-7153633.122234288,-7409481.559729372,-6573066.386437563,-2340626.3551678257,-1735820.7204300584,-1840087.492296964,1460485.713137759,1291177.264498181,-638396.5098400667,-1443770.420926171,838184.0795791454,6946268.786622515,9069809.562124845,9361115.873580866,7927374.000130782,6946268.786622515,9069809.562124845,9361115.873580866,7927374.000130782,1226920.8565613304,64174.26847897173,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
56,2022-01-06 12:35:00,-4075328.280826215,-7077300.082313749,-7322261.119519698,-6518238.172906984,-2596865.4025695217,-1874587.089572863,-1875159.7987426652,1587688.45148685,1283740.4272030543,-722049.4739279595,-1580279.2480879126,682861.9151068514,7059307.037935236,9074777.188331883,9299772.023855424,7901502.756945431,7059307.037935236,9074777.188331883,9299772.023855424,7901502.756945431,1226869.2222728862,65153.944159374936,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
57,2022-01-06 12:40:00,-3910832.790600701,-6992668.46218187,-7226854.496091847,-6453591.81684792,-2843937.847598361,-2011684.3081796584,-1908529.4954747907,1712886.904848081,1271772.150567834,-805160.000121933,-1716086.8435983532,526099.1545321932,7172831.210313452,9076160.80096008,9230678.299007146,7869879.849167801,7172831.210313452,9076160.80096008,9230678.299007146,7869879.849167801,1226816.805730004,66133.57829748411,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
58,2022-01-06 12:45:00,-3732532.5613607215,-6899596.048776201,-7122991.92566055,-6378930.52804224,-3080971.5561581245,-2146954.494001349,-1940095.697688428,1835844.5638767264,1255314.6810766445,-887644.4380037938,-1851048.942505628,368075.86006101663,7285426.958511506,9073817.924905716,9153574.430176266,7832224.611700869,7285426.958511506,9073817.924905716,9153574.430176266,7832224.611700869,1226763.6069661044,67113.1702686824,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
59,2022-01-06 12:50:00,-3541056.970086235,-6797925.176804125,-7010381.712446469,-6294047.206534214,-3307129.8296069885,-2280221.432813757,-1969743.90310492,1956305.5095176208,1234426.1114896028,-969409.3710066234,-1984994.8981870285,208988.9968439783,7395711.785077647,9067588.274462791,9068177.488019422,7788240.43332638,7395711.785077647,9067588.274462791,9068177.488019422,7788240.43332638,1226709.6260151071,68092.71944837991,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
60,2022-01-06 12:55:00,-3337081.901098235,-6687483.721785448,-6888711.037501201,-6198725.7855431065,-3521614.358196597,-2411288.426890272,-1997344.9013793347,2073992.5472556693,1209180.175782815,-1050350.3289874743,-2117724.3456064514,49054.90724589233,7502349.041892271,9057292.748838725,8974182.483662834,7737614.306624765,7502349.041892271,9057292.748838725,8974182.483662834,7737614.306624765,1226654.862911431,69072.22521201397,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
61,2022-01-06 13:00:00,-3121327.360273626,-6568086.260952061,-6757647.001337198,-6092742.852903646,-3723668.039003263,-2539936.016776429,-2022753.6022731515,2188605.2761800755,1179665.9888768797,-1130350.4194827864,-2249003.533224866,-111488.0441392709,7604059.113198544,9042732.3283702,8871263.197152598,7680016.473225385,7604059.113198544,9042732.3283702,8871263.197152598,7680016.473225385,1226599.317689992,70051.68693504961,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
62,2022-01-06 13:05:00,-2894554.93351668,-6439535.435618705,-6616837.961516667,-5975869.594498007,-3912577.648404347,-2665919.5623346968,-2045807.777779894,2299818.094440428,1145987.732072628,-1209278.867884704,-2378561.281366768,-272376.64058769704,7699628.183916326,9023686.867272116,8759073.296714634,7615100.190620838,7699628.183916326,9023686.867272116,8759073.296714634,7615100.190620838,1226542.990386207,71031.10399297994,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
63,2022-01-06 13:10:00,-2657565.098458291,-6301623.554383025,-6465915.238876533,-5847874.110046987,-4087676.359666325,-2788966.669131812,-2066326.7140873212,2407278.145377879,1108264.2853044728,-1286989.456547262,-2506084.5207538707,-433319.7846851151,7787914.996386461,8999913.778783103,8637247.826220654,7542501.652709778,7787914.996386461,8999913.778783103,8637247.826220654,7542501.652709778,1226485.8810359894,72010.47576132657,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
64,2022-01-06 13:15:00,-2411194.3988724435,-6154134.483229172,-6304495.281368939,-5708524.159479613,-4248346.0967577845,-2908774.446535443,-2084109.7703047376,2510603.2120702257,1066628.8075094605,-1363318.8526628392,-2631213.36044388,-593995.2581516921,7867855.971049916,8971146.608807907,8505405.15572638,7461840.103542192,7867855.971049916,8971146.608807907,8505405.15572638,7461840.103542192,1226427.989675753,72989.80161563994,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
65,2022-01-06 13:20:00,-2156312.49178379,-5996845.876482049,-6132182.393253535,-5557590.4070155965,-4394019.716078671,-3025006.5844664928,-2098934.842413672,2609379.572435188,1021228.2665932706,-1438084.8146863987,-2753535.6296024225,-754046.2585411614,7938469.024298697,8937093.49466901,8363149.511712908,7372718.19277779,7938469.024298697,8937093.49466901,8363149.511712908,7372718.19277779,1226369.3163424097,73969.0809314998,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
66,2022-01-06 13:25:00,-1893819.0776897108,-5829531.8118088255,-5948572.160442611,-5394850.240190425,-4524183.008404583,-3137290.2367433263,-2110556.733099285,2703159.8326406493,972222.9206523309,-1511084.2671890385,-2872580.8324823407,-913077.7035926988,7998856.368833782,8897435.506462114,8210074.230902819,7274722.632587768,7998856.368833782,8897435.506462114,8210074.230902819,7274722.632587768,1226309.861073369,74948.3130845156,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
67,2022-01-06 13:30:00,-1624640.7247327482,-5651965.903349882,-5753255.731257149,-5220092.252434941,-4638376.513979496,-3245212.7005219986,-2118705.431240368,2791460.763686004,919785.7522832516,-1582091.2343763004,-2987813.4508510344,-1070652.2974433473,8048206.534314082,8851824.869889617,8045765.915781994,7167425.229733854,8048206.534314082,8851824.869889617,8045765.915781994,7167425.229733854,1226249.6239065398,75927.49745032677,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
68,2022-01-06 13:35:00,-1349727.5980337043,-5463924.979889232,-5545825.147081574,-5033121.490574349,-4736197.144349872,-3348317.883704314,-2123084.309223464,2873761.1750341165,864101.8579764097,-1650854.6232230407,-3098625.523170728,-1226286.357860963,8085795.802479415,8799883.071496023,7869809.713262756,7050384.384150061,8085795.802479415,8799883.071496023,7869809.713262756,7050384.384150061,1226188.60488033,76906.63340460329,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
69,2022-01-06 13:40:00,-1070050.105730419,-5265193.430105042,-5325879.96116969,-4833765.582775773,-4817299.605215291,-3446102.555650984,-2123368.2523785955,2949499.8705729204,805367.794749038,-1717095.8484084543,-3204328.425547804,-1379445.4106334778,8110989.21314491,8741198.850182893,7681795.992950151,6923147.167622334,8110989.21314491,8741198.850182893,7681795.992950151,6923147.167622334,1226126.804033645,77885.72032304601,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
70,2022-01-06 13:45:00,-786595.4735612939,-5055568.33479421,-5093035.438408374,-4621881.878011799,-4881397.615273116,-3538012.381497913,-2119201.743370532,3018073.746569576,743790.8863241195,-1780506.2931896723,-3304143.776537527,-1529539.5669017716,8123241.266194552,8675326.08305561,7481328.771771045,6785252.124612801,8123241.266194552,8675326.08305561,7481328.771771045,6785252.124612801,1226064.2214058891,78864.75758138699,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
71,2022-01-06 13:50:00,-500364.2600848393,-4834865.527027274,-4846932.697074435,-4397365.744857804,-4928264.9167548455,-3623437.747363386,-2110196.93624081,3078836.1093875538,679588.4913041926,-1840744.603312688,-3397193.387432285,-1675918.7123963826,8122096.419933285,8601781.579481926,7268036.322021614,6636232.974021388,8122096.419933285,8601781.579481926,7268036.322021614,6636232.974021388,1226000.8570369652,79843.74455538997,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
72,2022-01-06 13:55:00,-212366.82483607088,-4602926.746013673,-4587251.239213991,-4160160.195043385,-4957736.074087057,-3701709.3934690505,-2095931.771268804,3131095.313471853,612987.2359233121,-1897433.815409428,-3482488.183396899,-1817867.5553253733,8107189.467487467,8520042.805312356,7041584.516488362,6475623.43874931,8107189.467487467,8520042.805312356,7041584.516488362,6475623.43874931,1225936.7109672748,80822.68062085078,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
73,2022-01-06 14:00:00,76380.23811328318,-4359628.07965715,-4313724.42394037,-3910267.0149695817,-4969707.057857804,-3772093.885641658,-2075948.2047154256,3174113.848561267,544222.2140854615,-1950158.327592896,-3558916.031396018,-1954600.6034649916,8078245.859807151,8429545.57033428,6801693.615607904,6302963.493773527,8078245.859807151,8429545.57033428,6801693.615607904,6302963.493773527,1225871.7832377176,81801.56515359771,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
74,2022-01-06 14:05:00,364857.6886016927,-4104889.925013952,-4026158.573653569,-3647759.605264952,-4964135.612027122,-3833788.974113496,-2049750.659388412,3207108.040558031,473536.1575131724,-1998460.728851823,-3625228.432359993,-2085257.1726155584,8035082.035634356,8329681.727319548,6548159.39880322,6117807.409747181,8035082.035634356,8329681.727319548,6548159.39880322,6117807.409747181,1225806.0738896911,82780.39752949185,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
75,2022-01-06 14:10:00,652047.2381650938,-3838688.7357919984,-3724456.574417513,-3372797.742592358,-4941041.403085433,-3885918.91374704,-2016804.846454177,3229248.5744824894,401178.5789356231,-2041838.516335543,-3680026.073708596,-2208896.5702599315,7977605.815040376,8219796.95202351,6280879.79977484,5919734.088227749,7977605.815040376,8219796.95202351,6280879.79977484,5919734.088227749,1225739.5829650925,83759.1771244276,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
76,2022-01-06 14:15:00,936935.1444647872,-3561070.8722291216,-3408647.04770779,-3085644.4865606064,-4900505.950633359,-3927529.8541341806,-1976537.1711902197,3239662.102157112,327404.8913406515,-2079740.7470370007,-3721743.303794424,-2324493.6528125065,7905816.913395416,8099188.702352182,5999888.542249645,5708360.352863038,7905816.913395416,8099188.702352182,5999888.542249645,5708360.352863038,1225672.3105063157,84737.903314333,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
77,2022-01-06 14:20:00,1218515.789668097,-3272168.9215240786,-3078920.442457865,-2786685.453558148,-4842672.339627966,-3957585.454646239,-1928335.022815442,3237434.263496169,252475.5063996106,-2111564.694540244,-3748631.6967927073,-2430935.025706771,7819807.636640803,7967104.494647802,5705397.710900923,5483358.104901965,7819807.636640803,7967104.494647802,5705397.710900923,5483358.104901965,1225604.2565562546,85716.57547517018,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
78,2022-01-06 14:25:00,1495795.2301505597,-2972220.916356489,-2735673.7361767786,-2476450.6624356024,-4767744.7153111845,-3974962.942727552,-1871548.37173256,3221614.5302468296,176654.91524751202,-2136652.6148708304,-3758743.047764265,-2527016.246818725,7719763.8263462335,7822740.689903985,5397851.755412799,5244476.615956631,7719763.8263462335,7822740.689903985,5397851.755412799,5244476.615956631,1225535.4211582998,86695.19298293562,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
79,2022-01-06 14:30:00,1767794.7049896582,-2661592.943923904,-2379565.854325492,-2155639.1152794845,-4675987.562603249,-3978449.919297072,-1805493.271604034,3191223.3760427623,100210.75486318348,-2154288.7714391025,-3749912.408075436,-2611440.510008584,7605966.134226706,7665242.058757896,5077996.129579528,4991571.793171947,7605966.134226706,7665242.058757896,5077996.129579528,4991571.793171947,1225465.8043563417,87673.75521366074,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
80,2022-01-06 14:35:00,2033554.09086556,-2340805.7057645074,-2011586.427257339,-1825146.197340167,-4567724.77250479,-3966742.330759878,-1729458.110252538,3145262.3869859707,23412.863345001904,-2163696.9321618425,-3719742.195136676,-2682819.431819032,7478791.720622737,7493702.499991729,4746964.5940003125,4724645.148827018,7478791.720622737,7493702.499991729,4746964.5940003125,4724645.148827018,1225395.4061947672,88652.26154341215,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
81,2022-01-06 14:40:00,2292135.2911735005,-2010565.6541271831,-1633141.1023016714,-1486093.8458387982,-4443338.49880307,-3938444.1830708906,-1642713.803007789,3082728.0509318584,-53467.67258304449,-2164038.6382418857,-3665589.070997504,-2739676.7451781663,7338716.489987699,7307167.435576828,4406390.042798656,4443896.68808367,7338716.489987699,7307167.435576828,4406390.042798656,4443896.68808367,1225324.226718463,89630.71134829214,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
82,2022-01-06 14:45:00,2542625.547384688,-1671801.383963336,-1246157.2875178636,-1139863.2239248415,-4303267.809118053,-3892069.7829661407,-1544529.6175512194,3002630.095815068,-130159.47447278224,-2154412.6619967427,-3584556.3104574154,-2780455.9222902604,7186317.998657255,7104638.614437131,4058544.17029672,4149798.4649423454,7186317.998657255,7104638.614437131,4058544.17029672,4149798.4649423454,1225252.265972813,90609.104004439,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
83,2022-01-06 14:50:00,2784140.660967042,-1325705.9834819632,-853214.8394958416,-788129.3120517129,-4148007.135049912,-3826049.5721781887,-1434197.0189362078,2904015.376103713,-206391.83008302804,-2133856.2313725566,-3473495.968996975,-2803533.0038383254,7022279.195789986,6885082.354507523,3706510.330069864,3843200.0529831136,7022279.195789986,6885082.354507523,3706510.330069864,3843200.0529831136,1225179.5240036994,91587.43888802752,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
84,2022-01-06 14:55:00,3015828.1144928,-973786.0113877108,-457706.6211831593,-432896.3550924632,-3978104.526898798,-3738740.9938045833,-1311064.9040885137,2785998.410178699,-281895.64895913826,-2101348.815266713,-3329027.616823843,-2807236.1944894115,6847393.186438652,6647442.67983557,3354388.9260668973,3525485.417747775,6847393.186438652,6647442.67983557,3354388.9260668973,3525485.417747775,1225106.0008575032,92565.71537526922,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
85,2022-01-06 15:00:00,3236870.0809158823,-617917.6271819881,-64033.61909255045,-76532.43369465414,-3794159.719117444,-3628446.32173177,-1174590.9510561656,2647799.713095662,-356404.4122878604,-2055819.553736832,-3147584.18710515,-2789874.072823695,6662569.234138253,6390661.430732257,3007519.3701144466,3198816.216496011,6662569.234138253,6390661.430732257,3007519.3701144466,3198816.216496011,1225031.6965811024,93543.93284241302,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
86,2022-01-06 15:05:00,3446486.31039665,-260410.074446292,322162.45177232265,278199.4844062065,-3596822.013325338,-3493440.022076886,-1024415.639875451,2488792.989407382,-429655.1136746189,-1996159.800583491,-2925501.2824496664,-2749774.511133278,6468840.244991396,6113708.342770585,2672663.380642389,2866526.38634758,6468840.244991396,6113708.342770585,2672663.380642389,2866526.38634758,1224956.6112218737,94522.09066574529,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
87,2022-01-06 15:10:00,3643936.884483942,95923.91701175504,693731.1531655927,628117.848409729,-3386787.986357143,-3332009.02464103,-860467.8747176398,2308561.959753385,-501389.18752241344,-1921242.743015399,-2659175.101857296,-2685336.5243854555,6267371.988237387,5815625.473778098,2358005.765471028,2533789.739448013,6267371.988237387,5815625.473778098,2358005.765471028,2533789.739448013,1224880.7448276917,95500.18822159054,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
88,2022-01-06 15:15:00,3828524.827932463,447692.375320295,1041723.7665200072,969611.4859945192,-3164799.031435661,-3142510.270817052,-683113.9575112124,2106966.966146652,-571353.4217352693,-1829952.6885294695,-2345327.378095684,-2595097.1324189003,6059474.296067802,5495592.497779091,2072661.359330087,2208782.5224772505,6059474.296067802,5495592.497779091,2072661.359330087,2208782.5224772505,1224804.0974469287,96478.22488631164,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
89,2022-01-06 15:20:00,3999598.5689361664,790846.4535350165,1355121.2246965095,1298648.181845333,-2931638.7411486767,-2923451.0371995047,-493364.2906403727,1884220.3717484449,-639300.8515245166,-1721227.3568525806,-1981434.858601301,-2477814.7210366186,5846614.424973339,5153022.807352534,1825164.604629257,1904686.6533173132,5846614.424973339,5153022.807352534,1825164.604629257,1904686.6533173132,1224726.669128456,97456.20003631042,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
90,2022-01-06 15:25:00,4156554.239093298,1120607.4926688026,1620670.4800003022,1610811.4410815868,-2688130.1414674567,-2673598.678219633,-293152.1844758577,1640967.9632252867,-704991.6311628718,-1594117.3286337557,-1566405.6174383496,-2332569.049378564,5630432.614795992,4787706.077696403,1620461.968417773,1642735.97601159,5630432.614795992,4787706.077696403,1620461.968417773,1642735.97601159,1224648.4599216413,98434.11304802774,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
91,2022-01-06 15:30:00,4298837.804984539,1431410.1726851922,1823021.7051339631,1901375.0803329544,-2435132.786570451,-2392127.2516276995,-85688.52732841857,1378370.9432679268,-768193.8806091471,-1447867.516963413,-1101604.1567502143,-2158875.653469089,5412759.59179425,4400022.990577238,1455938.3332976084,1454728.0954349225,5412759.59179425,4400022.990577238,1455938.3332976084,1454728.0954349225,1224569.4698763513,99411.9632979442,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
92,2022-01-06 15:35:00,4425947.023840038,1716880.2921592137,1945533.2010708563,2165425.0169305517,-2173539.724727096,-2078808.2643319727,124147.43861371509,1098179.700998784,-828684.5040151053,-1282025.7573538097,-592292.760773949,-1956808.6786852567,5195635.242887768,3991276.599490959,1319196.4499258166,1377662.150013704,5195635.242887768,3991276.599490959,1319196.4499258166,1377662.150013704,1224489.69904295,100389.7501625804,1228598.0323116265,0,0,0,0,0,0.5,0.6,0.4,45,10,500000
